Name,Link,Publisher,Score /5,Summary,created time,year,만들고 참여한 사람,상태,종류
타오르는 여인의 초상,"하말넘많의리뷰, 감독인터뷰",,SUPERSUPER,"여성간의 사랑과 연대가 어떤 형태인가를 보여준 영화. 치밀하고도 아름답게 구성된 영화. 배경음악이 없다는 걸 나중에 깨달았다. 얼굴과 얼굴, 평등과 연대, 불타는 열정과 새하얗고 유령같은 현실들. 마지막 장면을 두고두고 보고싶다. 지독하게 아픈 사랑이면서 떠올릴 때 행복해 마지 않는 사랑. 서로를 일깨워주는 것들에 대해서.",2020년 3월 17일 오전 9:52,2020,"노에미 메를랑, 셀린 시아마, 아델 에넬",완주,Film
콜디스트 게임,,Netflix,⭐️⭐️,"그냥 좀 평범한 냉전영화였다. 배경이 폴란드였다는 것 빼고? 픽션이고 체스게임과 천재, 우정 뭐 이런게 주제다. ",2020년 3월 17일 오전 10:06,2020,Lukasz Kosmicki,완주,Film
아토믹 블론드,,,⭐️⭐️⭐️,어쩌다 보니 이것도 냉전영화. 베를린의 벽이 허물어질때 쯔음.. 샤를리즈 테론이 처 때리고 처 맞는 난투극의 현장... 아무도 믿지말어 우리 언니빼고.. 글고 소피아 부텔라랑 샤를리즈 테론 ㅅㅅ하는 장면 대박적임.. 뭔가 스타일리쉬 액션 이런 너낌인데 머 그러려고 무단히 애를 쓴 흔적이다. 어쨌든 캐스팅은 대성공이다 액션이랑,2020년 3월 17일 오전 10:10,2020,"데이비드 린치, 샤를리즈 테론",완주,Film
샤프트,,,⭐️⭐️,"딱히.. 인상깊진 않고.. 그냥 흑인 액션영화라는데 의의를 두자.. 세대공감..? ",2020년 3월 17일 오전 10:16,2020,"사무엘 L 잭슨, 팀 스토리",완주,Film
찰리스 앤젤스,,,⭐️⭐️⭐️,여자 보는 맛에 봤다 히힝 유치하고 재밌어~ 역시 여적남임,2020년 3월 17일 오전 10:17,2020,엘리자베스 뱅크스,완주,Film
나를 차버린 스파이,,,⭐️⭐️⭐️,여자 액션 영화. 영어자막으로 봐서 이해도는 낮다. 그냥 저냥 재밌음,2020년 3월 17일 오전 10:20,2020,수재나 포글,완주,Film
이터널 선샤인,,,⭐️⭐️⭐️⭐️,영화 구조가 아주 특별했다. 기억을 잃는 와중에 정신세계에서 클레멘타인을 잊지 않기위해 고군분투하는 조엘. 자신의 기억들로 숨어들어가는. 그 꿈의 묘사와 잊혀지는 사람의 얼굴이 사라지는 과정. 촬영도 재밌어 보였고 구조도 독특하고.. 예술적인 영화였다. 관계와 사랑과 아름다운 기억들에 관해서.,2020년 3월 17일 오전 10:21,2020,미셸 공드리,완주,TV Series
결혼 이야기,,Netflix,⭐️⭐️⭐️⭐️,"감독의 자전적인 얘기 같다. 살짝 소설적으로 시작하고, 독백이 많이 나왔으며, 현실적으로 대화를 주고 받는 장면들이 이어진다. 노래가 잊히지 않는다. “너는 내 자리를 너무 많이 뺏지만, 네가 날 살아있음을 느끼게 만들어. 혼자는 그냥 혼자일 뿐.”  가족과 결혼이란것이 뭘까 생각하게 된다. 그 울타리 안에서 구속을 느끼면서도 안심하고, 서로에게 너무 지독한 상처를 주면서도 서로를 위로할 수 있는 유일한 존재들. 그렇지만 서로밖에 없지는 않다. ",2020년 3월 17일 오전 10:25,2020,노아 바움백,완주,Film
레이디 버드,,,⭐️⭐️⭐️⭐️,"자신으로 살고 싶지 않은 크리스틴. 레이디 버드라는 이름과 자신의 집이 아닌 곳에서 산다고 하고, 자신이 아닌 것을 행한다. 그 이유는 쿨해보이는 삶. 내 자신이 아닌 다른 삶이 멋져보여서. 그래서 내가 살고 있는 곳과 먼 곳에서 공부하고 싶어한다.  영화는 나름대로 단순한 구조로 흘러간다. 소녀와 방황, 우정과 사랑, 용서와 선택. 크리스틴은 원하던 곳으로 가서 공부를 시작하게 되지만 왠지 모르게 고향을 생각한다. 자신의 이름은 크리스틴이라고 한다. 크리스틴이라는 이름과 고향과 교회는 사실은 자기 자신을 상징하고, 레이디 버드, 전남자친구의 집, 뉴욕은 내가 되고 싶은 삶이다. 우리는 그 사이에서 영원히 방황할지도 모른다. *개인적으론 너무 현실적인 소녀의 모습이 너무 좋았다. 엄마와의 대화도. 모든 요소들이 억지스럽거나 부자연ㄴ스럽지 않은 연출.",2020년 3월 17일 오전 10:28,2020,그레타 거윅,완주,TV Series
쓰리 빌보드,,,SUPERSUPER,"세상은 왜 평안을 원하는가. 평화, 평안이 사실은 누군가의 침묵으로 이루어지고 있음을, 세 개의 빌보드의 외침이 말한다. 사람들의 마음은 혼란스럽고 복합적이다. 용서와 화해는 서로에게 분출한 뒤에 이루어진다. 밀드레드는 언제나 화나있지만 고맙다는 말을 할 수 있게 되고, ㅣㄴ종차별주의자 딕슨은 뜨거운 마음으로 책임을 질 수 있게 된다. 이 영화는 한 번 더 봐야될것 같다.. 씨벌 프랜시스 사랑해",2020년 3월 17일 오전 10:34,2020,마틴 맥도나,완주,Film
내가 사랑했던 모든 남자들에게 2,,,⭐️⭐️⭐️,소소하고 귀엽고 가벼운 영화^^,2020년 3월 17일 오전 10:38,2020,"마이클 피모냐리, 제니 한",완주,Film
정직한 후보,,,⭐️⭐️⭐️,"라미란은.. 멋진배우야! 스토리도 나름대로 한국식이지만 잘 굴러 갔고, 무엇보다 불쾌하지 않게 재밌었다. 가끔 억지스러운. 장면이나 민망한 장면도 있었으나 한국영화치고는 나쁘지 않은 것이다. 왜 그럴까.. 왜 한국 코미디는 무리수를 둘까.. 어떤 투자자 새끼인지 조져버리고 싶다..그리고 일단 여성정치인이라는 점이 좋았고, 나름 여기저기 잘 꼬집었으나 너무 여기저기를 꼬집은것 같고, 무해한 음모수준으로 페미니즘을 퍼뜨려서 좋았다. 뭐랄까 키링남들.. 근데 왜 액션을 집어넣은 것이죠?",2020년 3월 17일 오전 10:49,2020,장유정,완주,Film
비폭력 대화,,창비,⭐️⭐️⭐️⭐️,,2020년 3월 17일 오전 10:59,2020,마셜 B. 로젠버그,진행중,Book
소년이 온다,,사이언스북스,SUPERSUPER,1980.05.18 5.18민주화 운동. 광주민주항쟁을 시작으로 독재정권의 폭력이 한국이라는 공간에서 개인의 삶에 어떤 형태의 상처를 남겼는지.,2020년 3월 18일 오후 4:24,2020,한강,완주,Book
마카로니 구멍의 비밀,,안그라픽스,⭐️⭐️⭐️⭐️,아주 즐겁고 유쾌한 디자인 에세이. 디자인이 가져다 주는 인생의 풍요로움과 합리성.쉽고 빨리 읽히지만 중요한 철학들을 담고 있다. 그리고 여행기도 맛깔나. 그리고 귀여워..,2020년 3월 18일 오후 8:55,2020,하라 켄야,완주,Book
시간은 흐르지 않는다,,,SUPERSUPER,,2020년 3월 18일 오후 8:56,2021,카를로 로벨리,완주,Book
아는 것으로부터의 자유,,물병자리,⭐️⭐️⭐️⭐️⭐️,,2020년 3월 20일 오후 3:18,2020,크리슈나무르티,완주,Book
지구에 대한 의무,,스리체어스,⭐️⭐️⭐️⭐️⭐️,,2020년 3월 20일 오후 3:29,2020,"다르 자메일, 스티븐 부라니, 조너선 왓츠, 폴 툴리스",완주,Book
선량한 차별주의자,,창비,,,2020년 3월 24일 오전 8:21,2022,김지혜,진행중,Book
유혹하는 글쓰기,,김영사,⭐️⭐️⭐️⭐️,,2020년 3월 28일 오전 9:47,2020,스티븐 킹,완주,Book
http://www.gqkorea.co.kr/2020/03/08/%eb%af%b8%ec%88%a0%ea%b3%84%ec%9d%98-%ed%99%94%eb%91%90%eb%a1%9c-%eb%96%a0%ec%98%a4%eb%a5%b8-%ec%9d%b8%eb%a5%98%ec%84%b8/?utm_source=naver&utm_medium=partnership,http://www.gqkorea.co.kr/2020/03/08/%eb%af%b8%ec%88%a0%ea%b3%84%ec%9d%98-%ed%99%94%eb%91%90%eb%a1%9c-%eb%96%a0%ec%98%a4%eb%a5%b8-%ec%9d%b8%eb%a5%98%ec%84%b8/?utm_source=naver&utm_medium=partnership,,,,2020년 3월 29일 오전 11:49,2020,윤원화,완주,Article
보이지 않는 말들,,현대문학,⭐️⭐️⭐️⭐️,,2020년 4월 4일 오후 1:40,2020,천경우,완주,Book
28,,은행나무,⭐️⭐️⭐️⭐️⭐️,,2020년 4월 12일 오후 6:38,2020,정유정,완주,Book
카페 림보,,워크룸프레스,⭐️⭐️⭐️,,2020년 4월 12일 오후 8:10,2020,김한민,완주,Graphic Book
책섬,,워크룸프레스,⭐️⭐️⭐️⭐️,,2020년 4월 12일 오후 8:14,2020,김한민,완주,Graphic Book
유리피데스에게,,새만화책,⭐️⭐️⭐️,,2020년 4월 12일 오후 8:14,2020,김한민,완주,Graphic Book
사브리나,,아르테,⭐️⭐️⭐️⭐️,,2020년 4월 12일 오후 8:18,2020,닉 드르나소,완주,Graphic Book
여자짐승아시아하기,,문학과 지성사,⭐️⭐️⭐️⭐️,,2020년 4월 15일 오후 9:51,2020,김혜순,진행중,Book
형태학 - 가지,,사이언스북스,,,2020년 4월 17일 오후 10:27,2020,필립 볼,진행중,Book
글쓰기의 최전선,,메멘토,⭐️⭐️⭐️⭐️⭐️,,2020년 4월 30일 오전 12:54,2020,은유,진행중,Book
식물생활,,,SUPERSUPER,,2020년 4월 30일 오후 10:26,2020,안난초,,Book
패왕별희,,,⭐️⭐️⭐️⭐️,중국근현대사와 예술가,2020년 5월 12일 오전 12:14,2020,천카이거,완주,Film
윤희에게,,,⭐️⭐️⭐️⭐️,"중년 퀴어여성의 첫사랑 찾기 이야깅 >< ",2020년 5월 12일 오전 12:14,2020,임대형,완주,Film
판의 미로,,,⭐️⭐️⭐️⭐️⭐️,"스페인 내전, 환상과 괴물과 진짜 괴물",2020년 5월 12일 오전 12:15,2020,기예르모 델 토로,완주,Film
더 리더(책 읽어주는 남자),,,⭐️⭐️⭐️⭐️,"나치, 악의 평범성을 로맨스로 얘기하다.",2020년 5월 24일 오후 11:52,2020,스티븐 돌드리,완주,Film
Why woman kill,,,⭐️⭐️⭐️⭐️⭐️,,2020년 5월 24일 오후 11:52,2020,,완주,TV Series
마녀,,,SUPERSUPER,,2020년 5월 25일 오전 12:12,2020,이가라시 다이스케,완주,Book
데일리 프랑스,,,⭐️⭐️⭐️,프랑스 유학생의 꺼끌한 유학생활기,2020년 5월 25일 오전 12:21,2020,경선,완주,Graphic Book
디스코 하렘,,,⭐️⭐️⭐️,조금 더 알아들을 수 있었어도 좋았을 거야,2020년 5월 25일 오전 12:21,2020,브레흐트 에번스,완주,Graphic Book
B급 며느리,,,⭐️⭐️⭐️⭐️,솔직해서 내가 다 시원한데 내가 다 죽을 것같은 정말 귀여운 며느리,2020년 5월 29일 오후 4:28,2020,선호빈,완주,Documentary
드라이브,,,⭐️⭐️⭐️⭐️⭐️,처음으로 라이언 고슬링이 잘생겨 보엿음,2020년 7월 1일 오후 7:23,2020,"니콜라스 빈딩 레픈, 라이언 고슬링, 케리 멀리건",완주,Film
걷기의 인문학,,,⭐️⭐️⭐️⭐️⭐️,오호잉 나 리베카 솔닛 좋아한다,2020년 7월 1일 오후 7:24,2020,리베카 솔닛,완주,Book
극장판 짱구는 못말려 8기:폭풍을 부르는 정글,,,⭐️⭐️⭐️,,2020년 7월 11일 오전 12:26,"2020, 2022",,완주,Film
메기,,,⭐️⭐️⭐️,"내 스타일은 아니긴 한데, 이 독특하게 잘만든 ..그런 게 잇음",2020년 7월 11일 오전 12:26,2020,"구교환, 던밀스, 문소리, 이옥섭, 이주영, 천우희",완주,Film
파리의 딜릴리,,,⭐️⭐️⭐️⭐️⭐️,아름다운데 여성 해방. 인종 차별이 다잇음..,2020년 7월 11일 오전 12:26,2020,미셸 오슬로,완주,Film
시체가 돌아왔다,,,⭐️⭐️⭐️,난 진짜 이범수는 아닌거같아.. 뻔한 한국영화 감성인데 뭐랄까 미감과.. 소재는 독특해..,2020년 7월 11일 오전 12:26,2020,"김옥빈, 류승범, 오정세, 우선호, 이범수",완주,Film
트라이앵글,,,⭐️⭐️⭐️,전설의 트라이앵글..,2020년 7월 11일 오전 12:26,2020,크리스토퍼 스미스,완주,Film
더 히트,,,⭐️⭐️⭐️⭐️,아 꽤나 재밌는 영화였음 나 멜리사 좋아하는 듯 ㅋ,2020년 7월 11일 오전 12:28,2020,"멜리사 맥카시, 산드라 블록, 폴 페이그",완주,Film
마이 매드 팻 다이어리,,,SUPERSUPER,나 이거 볼때마다 울고 치유되는 기분임,2020년 7월 11일 오전 12:28,2020,"샤론 루니, 조디 코머, 팀 커크비",완주,TV Series
쓰기의 말들,,유유출판사,⭐️⭐️⭐️⭐️,,2020년 7월 11일 오전 12:28,2020,은유,완주,Book
여름이야기,,,⭐️⭐️⭐️⭐️⭐️,,2020년 7월 29일 오후 9:37,2020,에릭 로메르,완주,Film
밤쉘,,,⭐️⭐️⭐️⭐️,,2020년 7월 29일 오후 9:37,2020,"니콜 키드먼, 마고 로비, 샤를리즈 테론, 제이 로치",완주,Film
깨끗한 존경,,헤엄출판사,⭐️⭐️⭐️⭐️⭐️,멋진 인터뷰 집. 인터뷰는 이렇게 하는건가 싶어,2020년 8월 18일 오후 7:00,2020,이슬아,완주,Book
희망대신 욕망,,푸른숲,⭐️⭐️⭐️⭐️⭐️,,2020년 8월 18일 오후 8:29,2020,김원영,완주,Book
실격당한 자들을 위한 변론,,사계절,⭐️⭐️⭐️⭐️⭐️,,2020년 8월 23일 오후 1:32,2020,김원영,완주,Book
뺑반,,,⭐️⭐️,,2020년 9월 5일 오후 12:59,2020,"공효진, 김고은, 류준열, 조정석, 한준희",완주,Film
우리들,,,⭐️⭐️⭐️⭐️,,2020년 9월 5일 오후 12:59,2020,윤가은,완주,Film
유령신부,,,SUPERSUPER,,2020년 9월 5일 오후 12:59,2020,팀 버튼,완주,Film
진정령,,,⭐️⭐️⭐️⭐️⭐️,위무선과 남망기의 청량 눈물 퇴마스토리..,2020년 9월 5일 오후 12:59,2020,"맹자의, 샤오잔, 왕일박",완주,TV Series
킬링이브,,,⭐️⭐️⭐️⭐️⭐️,,2020년 9월 5일 오후 1:00,2020,"루크 젠닝스, 산드라 오, 조디 코머, 피오나 쇼",완주,TV Series
헤드윅,,,⭐️⭐️⭐️,,2020년 9월 5일 오후 1:00,2020,존 캐머런 미첼,완주,Film
커피와 담배,,,⭐️⭐️⭐️⭐️⭐️,,2020년 9월 5일 오후 1:10,2020,"르네 프렌치, 빌 머레이, 이기 팝, 짐 자무시, 케이트 블란쳇, 톰 웨이츠",완주,Film
한시간 총서 - 새로운 질서,,,⭐️⭐️⭐️⭐️,,2020년 10월 12일 오후 5:10,2020,민구홍,완주,Book
델마와 루이스,,,⭐️⭐️⭐️⭐️⭐️,,2021년 1월 9일 오후 12:11,2020,"리들리 스콧, 브래드 피트, 수잔 서랜던, 지나 데이비스",완주,Film
레토,,,⭐️⭐️⭐️⭐️,,2021년 1월 9일 오후 12:11,2020,"유태오, 키릴 세레브렌니코프",완주,Film
만추,,,⭐️⭐️⭐️⭐️,,2021년 1월 9일 오후 12:12,2020,"김태용, 탕웨이, 현빈",완주,Film
우리집,,,⭐️⭐️⭐️⭐️⭐️,,2021년 1월 9일 오후 12:12,2020,윤가은,완주,Film
타짜,,,⭐️⭐️⭐️⭐️,,2021년 1월 9일 오후 12:12,2020,"최동훈, 허영만",완주,Film
브리짓존스의 일기,,,⭐️⭐️⭐️,,2021년 1월 9일 오후 12:12,2020,"르네 젤위거, 샤론 맥과이어, 콜린 퍼스, 휴 그랜트",완주,Film
매그놀리아,,,⭐️⭐️⭐️⭐️⭐️,,2021년 1월 9일 오후 12:14,2021,"멀린다 딜런, 줄리안 무어, 톰 크루즈, 폴 토머스 앤더슨, 필립 베이커 홀, 필립 시모어 호프만",완주,Film
마담 프루스트의 비밀정원,,,SUPERSUPER,,2021년 1월 9일 오후 12:14,2021,"기욤 구익스, 실벵 쇼메, 안느 르 나이",완주,Film
무드 인디고,,,⭐️⭐️⭐️⭐️,,2021년 1월 9일 오후 12:14,2021,미셸 공드리,완주,Film
아이 엠 러브,,,⭐️⭐️⭐️,,2021년 1월 9일 오후 12:14,2021,"루카 구아다니노, 틸다 스윈튼",완주,Film
보건교사 안은영,,,SUPERSUPER,,2021년 1월 9일 오후 12:16,2020,"남주혁, 정세랑, 정유미",완주,TV Series
카우보이 비밥,,,⭐️⭐️⭐️,,2021년 1월 9일 오후 12:17,2021,"고토 마사미, 와타나베 신이치로, 카와모토 토시히로",완주,Film
붉은돼지,,지브리,⭐️⭐️⭐️⭐️,,2021년 1월 9일 오후 10:27,2021,미야자키 하야오,완주,Film
What's a Product Designer,https://uxdesign.cc/whats-a-digital-product-designer-50e09a125efb,,⭐️⭐️⭐️,,2021년 1월 12일 오후 9:08,2021,,완주,Article
금속의 재발견 : 구리,https://horizon.kias.re.kr/16346/,,⭐️⭐️⭐️,,2021년 1월 17일 오후 3:29,2021,,완주,Article
Masashi Murakami applies digital effects to physical objects,https://www.itsnicethat.com/articles/masashi-murakami-affects-graphic-design-080120?utm_source=facebook&utm_medium=social&utm_campaign=intsocial&utm_content=fbroty&fbclid=IwAR12yx0Z40AKIgrcbpcHuX9aWZIpJ-5Hgia8O9dnYdARtJbkeKGTWYuHe1E,,⭐️⭐️⭐️⭐️,,2021년 1월 17일 오후 3:30,2021,,완주,Article
나폴레옹 다이너마이트,,,SUPERSUPER,,2021년 2월 4일 오후 5:43,2021,"재러드 헤스, 존 헤더",완주,Film
빨간 풍선,,,⭐️⭐️⭐️⭐️,동화 같은 영화. 자기 아들들이랑 찍었잖아 젠장,2021년 2월 4일 오후 5:43,2021,알베르 라모리스,완주,Film
고스트 스토리,,,SUPERSUPER,,2021년 2월 4일 오후 5:43,2021,"데이비드 로어리, 루니 마라, 케이시 애플렉",완주,Film
석양의 갱들,,,⭐️⭐️⭐️⭐️⭐️,,2021년 2월 7일 오후 11:41,2021,세르지오 레오네,완주,Film
"디독 1 : 이것만 지키자! ",https://mailchi.mp/677c7f6fabf0/reasign-5-feat,,⭐️⭐️⭐️,,2021년 2월 16일 오후 10:11,2021,,완주,Article
소울,,디즈니,⭐️⭐️⭐️⭐️,,2021년 4월 2일 오전 1:00,2021,"캠프 파워스, 피트 닥터",완주,Film
스파이브릿지,,,⭐️⭐️⭐️,,2021년 4월 2일 오전 1:01,2021,"스티븐 스필버그, 톰 행크스",완주,Film
해피투게더,,,⭐️⭐️⭐️⭐️,,2021년 4월 2일 오전 1:01,2021,"양조위, 왕가위, 장국영, 장첸",완주,Film
빈센조,,,⭐️⭐️⭐️,,2021년 4월 2일 오전 1:02,2021,"곽동연, 송중기, 옥택연, 전여빈",완주,TV Series
퀸스갬빗,,,⭐️⭐️⭐️,,2021년 4월 2일 오전 1:02,2021,"스콧 프랭크, 얀야 테일러 조이, 토머스 브로디생스터, 해리 멜링",진행중,TV Series
권외편집자,,컴인,⭐️⭐️⭐️⭐️,,2021년 4월 2일 오전 1:03,2021,츠즈키 쿄이치,완주,Book
아수라,,,⭐️⭐️⭐️,,2021년 4월 2일 오전 1:05,2021,"곽도원, 김성수, 정우성, 주지훈, 황정민",완주,Film
다소 곤란한 감정,,,⭐️⭐️⭐️⭐️⭐️,,2021년 4월 2일 오전 1:06,2021,김신식,완주,Book
"물욕 없는 시대, 생산자로서의 디자이너",,FDSC,⭐️⭐️⭐️⭐️,,2021년 4월 24일 오전 11:29,2021,FDSC,완주,Article
유물론,,,SUPERSUPER,,2021년 4월 24일 오전 11:31,2021,테리 이글턴,완주,Book
우리가 빛의 속도로 갈 수 없다면,,허블,SUPERSUPER,,2021년 4월 24일 오전 11:31,2021,김초엽,완주,Book
전략,,,⭐️⭐️⭐️⭐️,,2021년 4월 24일 오전 11:32,2021,,완주,Book
웃는 얼굴로 구워삶는 기술,,위즈덤하우스,⭐️⭐️⭐️⭐️,,2021년 4월 24일 오전 11:32,2021,로버트 치알디니,완주,Book
짧고 굵게 일합니다,,리더스북,⭐️⭐️⭐️⭐️,,2021년 5월 6일 오전 12:51,2021,곤도 마리에,완주,Book
당신과 나의 아이디어,,세개의 소원,⭐️⭐️⭐️⭐️,,2021년 5월 6일 오전 12:55,2021,김하나,진행중,Book
기이한것과 으스스한것,,구픽,⭐️⭐️⭐️⭐️⭐️,,2021년 5월 6일 오전 12:59,2021,마크 피셔,진행중,Book
인소,,,,,2021년 5월 6일 오전 1:09,2021,,진행중,Book
코스모스,,사이언스북스,,,2021년 5월 6일 오전 1:36,"2021, 2022",칼 세이건,진행중,Book
팬데믹 패닉,,북하우스,⭐️⭐️⭐️⭐️,,2021년 5월 6일 오전 1:55,2021,슬라보예 지젝,완주,Book
"어디갔어, 버나뎃",,,SUPERSUPER,,2021년 6월 3일 오전 12:22,2021,"리처드 링클레이터, 케이트 블란쳇, 크리스틴 위그",완주,Film
노매드 랜드,,,⭐️⭐️⭐️⭐️⭐️,,2021년 6월 3일 오전 12:23,2021,"클로이 자오, 프랜시스 맥도먼드",완주,Film
파이트클럽,,,⭐️⭐️⭐️⭐️,,2021년 6월 3일 오전 12:23,2021,"데이비드 핀처, 브래드 피트, 에드워드 노튼, 척 팔라닉, 헬레나 본헴카터",완주,Film
"Explain 세계를 해설하다 ",,,⭐️⭐️⭐️⭐️,,2021년 6월 3일 오전 12:26,2021,,완주,Documentary
Explain 돈을해설하다,,,⭐️⭐️⭐️⭐️,,2021년 6월 3일 오전 12:31,2021,,완주,Documentary
마리나 아브라모비치가 여기에 있다,,,⭐️⭐️⭐️⭐️,,2021년 6월 15일 오후 12:47,2021,"마리나 아브라모비치, 매튜 애커스",완주,Documentary
비비안 마이어를 찾아서,,,⭐️⭐️⭐️⭐️,,2021년 6월 15일 오후 12:48,2021,"비비안 마이어, 존 말루프",완주,Documentary
아이즈와이드셧,,,⭐️⭐️⭐️,,2021년 6월 15일 오후 12:49,2021,"니콜 키드먼, 스탠리 큐브릭, 톰 크루즈",완주,Film
레미제라블,,,⭐️⭐️⭐️,,2021년 6월 15일 오후 12:49,2021,래지 리,완주,Film
중경삼림,,,⭐️⭐️⭐️⭐️,,2021년 6월 15일 오후 12:51,2021,왕가위,완주,Film
비크람 : 요가 구루의 두 얼굴,,,⭐️⭐️⭐️,,2021년 6월 15일 오후 12:55,2021,에바 오너,완주,Documentary
카케구루이,,,⭐️⭐️⭐️,,2021년 6월 15일 오후 12:56,2021,"나오무라 토오루, 카와모토 호무라",완주,"Graphic Book, TV Series"
올드 가드,,,⭐️⭐️⭐️⭐️⭐️,,2021년 6월 15일 오후 12:57,2021,"샤를리즈 테론, 지나 프린스바이스우드",완주,Film
대한민국 원주민,,,⭐️⭐️⭐️⭐️⭐️,,2021년 6월 22일 오후 11:38,2021,최규석,완주,Graphic Book
시각디자인,,,,,2021년 6월 22일 오후 11:50,2021,리카르도 팔치넬리,진행중,Book
부의 추월차선 언스크립티드,,,,,2021년 6월 22일 오후 11:50,2021,엠제이 드마코,진행중,Book
설국열차,,,⭐️⭐️⭐️⭐️,,2021년 6월 22일 오후 11:51,"2017, 2021","뱅자맹 르그랑, 봉준호, 송강호, 자크 로브, 크리스 에반스, 틸다 스윈튼",완주,"Book, Film"
크루엘라,,디즈니,⭐️⭐️⭐️⭐️,,2021년 7월 1일 오후 7:21,2021,"엠마 스톤, 엠마 톰슨, 크레이그 길레스피, 토니 맥나마라",완주,Film
런치박스,,,SUPERSUPER,눈물 죌졸 다뜻따뜻,2021년 7월 1일 오후 7:21,2021,"리테쉬 바트라, 이르판 칸",완주,Film
마인,,,⭐️⭐️⭐️⭐️⭐️,김서형 이보영 내 심장 돌려줘,2021년 7월 1일 오후 7:29,2021,"김서형, 백미경, 이보영",완주,TV Series
그녀의 이름은 난노,,,⭐️⭐️⭐️,,2021년 7월 1일 오후 7:33,2021,,진행중,TV Series
루시퍼,,,⭐️⭐️⭐️⭐️,,2021년 7월 1일 오후 7:33,2021,"레슬리앤 브랜트, 로런 저먼, 톰 엘리스, 톰 카피노스",진행중,TV Series
남부의 여왕,,,,,2021년 7월 1일 오후 7:33,2021,,진행중,TV Series
알고리즘의 편견,,,⭐️⭐️⭐️⭐️,,2021년 7월 1일 오후 7:34,2021,샬리니 칸타야,완주,Documentary
언내추럴,,,⭐️⭐️⭐️⭐️,,2021년 7월 1일 오후 7:35,2021,"이시하라 사토미, 이우라 아라타, 이치카와 미카코, 츠카하라 아유코",완주,TV Series
"쏘아올린 불꽃, 밑에서 볼까? 옆에서 볼까?",,,⭐️⭐️⭐️⭐️,,2021년 7월 4일 오후 6:27,2021,이와이 슌지,완주,Film
동급생,,,⭐️⭐️⭐️,,2021년 7월 4일 오후 6:28,2021,,완주,TV Series
나의 문어선생님,,,⭐️⭐️⭐️⭐️⭐️,,2021년 7월 15일 오전 1:14,2021,"제임스 리드, 크레이그 포스터, 피파 에리치",완주,Documentary
매기스 플랜,,,⭐️⭐️⭐️⭐️,"Meet아이는 갖고 싶지만 결혼은 원치 않는 감성파 뉴요커 ‘매기’(그레타 거윅)는 소설가를 꿈꾸는 어른아이 같은 대학 교수 ‘존’(에단 호크)을 우연히 만나게 된다.• Love‘존’은 자신을 이해하고 소설을 좋아해주는 사랑스러운 ‘매기’와 불 같은 사랑에 빠지게 되고…• Maggie’s Plan‘존’과 결혼을 하고 그토록 원하던 귀여운 딸과 함께 행복한 결혼생활을 원했던 ‘매기’. 하지만 시간이 지날수록 ‘존’이 변해가는 것을 느끼게 되고, ‘매기’는 뜻밖의 결심을 하게 되는데….만나고, 사랑하고, 결혼하고…그 다음 차례가 궁금해지는 Maggie’s Plan!",2021년 7월 15일 오전 1:17,2021,"그레타 거윅, 레베카 밀러, 에단 호크, 줄리안 무어",완주,Film
블랙위도우,,,⭐️⭐️⭐️⭐️,"어벤져스의 히어로 블랙 위도우, ‘나타샤 로마노프’ (스칼렛 요한슨)는자신의 과거와 연결된 레드룸의 거대한 음모와 실체를 깨닫게 된다.상대의 능력을 복제하는 빌런 ‘태스크마스터’와 새로운 위도우들의 위협에 맞서목숨을 건 반격을 시작하는 ‘나타샤’는 스파이로 활약했던 자신의 과거 뿐 아니라,어벤져스가 되기 전 함께했던 동료들을 마주해야만 하는데…폭발하는 리얼 액션 카타르시스!7월, MCU의 새로운 시대를 시작할 첫 액션 블록버스터를 만끽하라!",2021년 7월 15일 오전 1:17,2021,"스칼렛 요한슨, 케이트 쇼트랜드, 플로렌스 퓨",완주,Film
좋좋소,,,⭐️⭐️⭐️⭐️⭐️,,2021년 7월 15일 오전 1:32,2021,빠니보틀,완주,TV Series
늑대아이,,스튜디오 지즈,⭐️⭐️⭐️⭐️,,2021년 7월 15일 오전 1:32,2021,호소다 마모루,완주,Film
5whys로 디자인에 설득력더하기,https://brunch.co.kr/@cliche-cliche/113,,,,2021년 7월 15일 오전 11:43,2021,,완주,Article
임팩트 커리어 강연,,,,,2021년 7월 15일 오후 3:38,2021,,완주,Program
정원만들기,,,⭐️⭐️⭐️⭐️,,2021년 7월 15일 오후 3:38,2021,,완주,Exhibition
노토폴리오 디자인 윤리 강연,,,,,2021년 7월 15일 오후 4:07,2021,,완주,Program
"브런치로 셀프 브랜딩 시작하기- ",https://brunch.co.kr/@cliche-cliche/111,,,브런치로 글을 쓰며 시작하는 셀프브랜딩 팁,2021년 7월 19일 오후 8:59,2021,,완주,Article
그들은 알지만 당신은 모르는 30가지,,,,,2021년 7월 19일 오후 10:00,,,궁금,Book
"지금, 디자인에 윤리가 필요한 이유",https://brunch.co.kr/@cliche-cliche/96,,,,2021년 7월 19일 오후 10:15,2021,,완주,Article
머니레터 0720,,,,,2021년 7월 20일 오후 10:05,2021,,완주,Article
꼭 필요한 만큼의 리서치,,,⭐️⭐️⭐️⭐️,,2021년 7월 23일 오전 12:55,2021,,완주,Book
소유냐 존재냐,,,⭐️⭐️⭐️⭐️⭐️,,2021년 8월 1일 오전 12:08,2021,에리히 프롬,완주,Book
